on,A565_volume,A565_principal_axis,A565_sphericity,A565_CND_number,A565_CND_mean_volume,overlap_fraction,distance
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_33,0.3768,1.722626618,0.751168308,3,0.1206,0.074938575,0.511513654
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_34,0.2596,1.406608855,0.858841869,1,0.2596,0.328683036,0.39040737
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_35,0.1712,1.236133795,0.933291905,1,0.1712,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_36,0.1682,1.253340485,0.900304756,1,0.1682,0.019772615,0.893207062
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_37,0.3402,1.599725579,0.799096056,2,0.1664,0.00685127,0.783561521
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_38,0.3472,1.617898036,0.854162397,2,0.1582,0.010216346,0.664901249
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_39,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_3,0.456,1.911722694,0.623197836,6,0.070166667,0.051101962,0.787213164
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_40,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_41,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_42,0.3118,1.478993991,0.687842155,2,0.1486,0.012034705,0.881459434
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_43,0.3334,1.534682336,0.775286416,3,0.103533333,0.147431124,0.528090774
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_44,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_45,0.2842,1.453478572,0.86511439,2,0.1311,0.078614881,0.40995314
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_46,0.1868,1.371939839,0.852288627,1,0.1868,0.108761329,0.561395787
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_47,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_48,0.208,1.300484373,0.838356089,2,0.0968,0.016032982,0.675201491
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_49,0.32,1.48307827,0.766730096,2,0.1516,0.125450613,0.456161445
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_4,0.2536,1.534500637,0.724863512,4,0.0562,0.151425178,0.341635865
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_50,0.236,1.29056594,0.820091317,2,0.1112,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_51,0.246,1.406020182,0.803844542,1,0.246,0,0.975661172
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_52,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_53,0.2388,1.279497325,0.796019915,2,0.1053,0.026394921,0.566535443
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_54,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_55,0.2602,1.492645702,0.809690071,2,0.1193,0.062479767,0.720208428
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_56,0.1616,1.299201263,0.862366962,1,0.1616,0,0.565260953
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_57,0.217,1.256794457,0.811372201,2,0.1024,0.060481503,0.678618278
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_58,0.3018,1.547913342,0.754575524,2,0.1426,0.043194192,0.895369532
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_6,0.238,1.50977096,0.833874739,2,0.113,0.004091653,0.763447112
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_7,0.2914,1.531008927,0.727906197,3,0.09,0.255027422,0.320469691
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_112_111_SIR_2C_ALN_THR_9,0.2282,1.312748822,0.808577999,3,0.065866667,NaN,NaN
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_10,0.3526,1.955649237,0.508359436,10,0.03036,0.078228087,0.314515313
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_11,0.085,0.901203738,0.853527446,2,0.0377,0.076625885,0.44017785
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_12,0.2406,1.57709806,0.643623524,5,0.03732,0.28121547,0.174221703
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_13,0.2728,1.464456585,0.71025988,2,0.1279,0.043015332,0.613169052
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_14,0.4384,1.84544191,0.55574899,7,0.047828571,0.147854785,0.348289067
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_15,0.457,1.922267098,0.573762661,11,0.031163636,0.077685422,0.457493546
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_16,0.2516,1.437855599,0.655659289,3,0.0726,0.13442623,0.269189497
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_17,0.415,1.886166447,0.564003704,4,0.08525,0.22766323,0.19817271
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_18,0.2968,1.620198032,0.649799958,5,0.04952,0.156775908,0.291999694
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_19,0.1332,1.386530928,0.656413022,4,0.0305,0.000779423,0.521065245
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_1,0.1176,1.12554536,0.697892006,2,0.0472,0.2400906,0.28759741
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_20,0.3012,1.73587596,0.521836641,9,0.028422222,0.027011818,0.50819584
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_21,0.3792,1.795535164,0.54607017,7,0.043942857,0.09375,0.473554014
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_22,0.412,2.004297667,0.580160548,8,0.04065,0.18109997,0.299575662
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_23,0.479,1.887664868,0.570123604,10,0.03694,0.224489796,0.245300358
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_24,0.576,2.310734751,0.419160463,13,0.0344,0.131889764,0.35558484
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_25,0.5694,2.154603734,0.513680603,14,0.030357143,0.281215772,0.328266751
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_26,0.3604,1.660729291,0.689591334,5,0.05984,0.252279635,0.190571763
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_27,0.4374,2.14331127,0.516436946,12,0.0275,0.187619655,0.310879242
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_28,0.5466,2.070288361,0.491154664,15,0.02728,0.207785376,0.331237096
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_29,0.4958,2.048967772,0.537977213,9,0.043444444,0.095612478,0.329795675
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_2,0.174,1.303902218,0.650175417,3,0.0526,0.073964497,0.472648809
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_30,0.4506,1.906564036,0.540575139,8,0.04535,0.386332418,0.096709733
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_31,0.5596,2.079530855,0.474383782,15,0.03116,0.204960836,0.328505875
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_32,0.3604,1.738877408,0.573059935,6,0.046066667,0.163715073,0.370013905
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_33,0.4562,1.842951181,0.529896205,8,0.04865,0.175414832,0.210285933
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_34,0.5566,2.200808391,0.477404919,12,0.035633333,0.173564083,0.46055895
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_35,0.3476,1.616175614,0.56142223,10,0.02696,0.153991676,0.446687447
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_36,0.381,1.642247714,0.531140141,9,0.034022222,0.247299814,0.316489553
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_37,0.5852,1.97821532,0.466631738,15,0.030133333,0.128318584,0.452274634
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_38,0.3082,1.682322898,0.533419658,5,0.049,0.264690853,0.250510661
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_39,0.3144,1.795403231,0.567655783,8,0.0332,0.263257576,0.120213194
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_3,0.2554,1.612155227,0.584436881,5,0.04472,0.04396728,0.490945772
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_40,0.2052,1.292422471,0.695005006,4,0.0434,0.165159735,0.211382635
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_41,0.2912,1.709189814,0.539103875,9,0.025377778,0.104271934,0.383128538
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_42,0.2026,1.56009859,0.574530798,4,0.0439,0.178906681,0.313152424
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_43,0.1622,1.273948159,0.621223334,3,0.052533333,0.088272383,0.37680336
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_44,0.1802,1.306096686,0.635064461,4,0.03815,0.145435792,0.312655293
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_45,0.6274,2.148224381,0.455225107,13,0.036553846,0.280714118,0.119654719
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_46,0.2302,1.522033062,0.548417095,4,0.04905,0.151478576,0.469691966
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_47,0.1938,1.388232706,0.574018752,5,0.03576,0.233757535,0.085850338
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_48,0.178,1.23914356,0.690801982,4,0.0369,0.130244208,0.229518656
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_49,0.1656,1.274844152,0.721017324,3,0.0458,0.199303136,0.121920001
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_4,0.1704,1.233138934,0.733730365,3,0.052066667,0.056818182,0.405497626
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_50,0.1322,1.26678288,0.739571397,1,0.1268,0.186721992,0.314025342
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_51,0.331,1.64335053,0.532994901,7,0.035428571,0.079946255,0.485697613
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_52,0.3944,1.720487554,0.576670207,8,0.039175,0.079004329,0.444575063
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_53,0.1278,1.078818601,0.759344061,1,0.1278,0.194957983,0.233791687
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_54,0.1248,1.060739515,0.747734009,3,0.036133333,0.172813488,0.25461716
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_55,0.1796,1.434908154,0.667422132,5,0.0312,0.243311037,0.153674183
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_56,0.1748,1.328141526,0.641776756,4,0.04075,0.20686901,0.114484109
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_57,0.3514,1.883006208,0.535262056,8,0.0341,0.125053717,0.275555571
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_58,0.2316,1.50352325,0.554229399,7,0.027314286,0.185705169,0.2155282
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_59,0.2028,1.30922641,0.671212702,5,0.03268,0.281517748,0.198758943
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_5,0.1792,1.372365901,0.74437119,2,0.0825,0.144452718,0.27424736
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_60,0.177,1.376233796,0.695607383,4,0.03665,0.161147903,0.241872615
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_61,0.1592,1.20955616,0.66492862,3,0.049466667,0.272860278,0.105517401
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_62,0.1736,1.400192883,0.666089381,4,0.03735,0.111547526,0.387843236
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_6,0.288,1.552048209,0.62224194,8,0.02945,0.148642635,0.393955447
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_7,0.3744,1.844284895,0.51204151,8,0.038925,0.038863488,0.474683596
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_8,0.133,1.1464431,0.71415459,3,0.039866667,0.140482128,0.216290449
20180329_RI510_ESC_12_11_SIR_2C_ALN_THR_9,0.156,1.244664422,0.614772047,4,0.037,0.14351145,0.375679519
20190412_RI510_ESC_121a_SIR_THR_10,0.1122,1.102954277,0.849016729,1,0.1086,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_11,0.3504,1.762991788,0.656636965,6,0.046333333,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_12,0.1386,1.250114995,0.828240258,3,0.040533333,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_13,0.174,1.317901336,0.774376116,3,0.0474,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_15,0.211,1.405934242,0.792789307,2,0.0897,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_16,0.1554,1.267399236,0.828312018,3,0.044666667,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_17,0.1144,1.14289118,0.931101966,1,0.1144,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_18,0.1688,1.297094083,0.754054185,4,0.03415,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_19,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_1,0.1254,1.205293499,0.737209019,2,0.0496,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_20,0.185,1.429962747,0.7701704,2,0.0864,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_21,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_22,0.2736,1.670913631,0.640603204,5,0.04612,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_24,0.141,1.264828175,0.78993372,4,0.03155,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_25,0.0796,0.983661015,0.829155952,1,0.0796,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_26,0.116,1.11800385,0.709698073,3,0.033533333,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_27,0.1932,1.460037515,0.601573793,4,0.03855,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_28,0.094,1.014041896,0.717837375,1,0.0892,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_29,0.0616,0.876993215,0.815571089,1,0.0574,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_2,0.1354,1.126147731,0.873474939,3,0.0384,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_30,0.1086,1.126605831,0.671325835,2,0.0493,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_31,0.1596,1.538174551,0.646296275,4,0.03625,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_32,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_33,0.2478,1.573069718,0.607427409,5,0.03748,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_34,0.2108,1.349554042,0.776698395,4,0.04395,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_35,0.0892,0.957284971,0.858637547,2,0.0401,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_36,0.2926,1.646678399,0.613987566,6,0.038,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_37,0.2886,1.638426162,0.622293916,5,0.04316,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_38,0.104,0.980116974,0.808849489,3,0.029133333,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_39,0.1154,1.141295547,0.78197786,4,0.02395,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_3,0.3336,1.575895231,0.665761306,4,0.07475,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_40,0.0848,1.037345246,0.741095104,2,0.0407,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_41,0.0622,0.824844398,0.840918317,1,0.0622,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_42,0.1048,1.021824141,0.822148574,3,0.0292,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_43,0.0948,0.999970216,0.744591368,2,0.045,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_44,0.1596,1.240115628,0.66755052,2,0.0761,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_45,0.185,1.503205743,0.766432636,2,0.0902,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_46,0.1604,1.205972931,0.857796122,3,0.044866667,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_47,0.134,1.221923924,0.822849439,2,0.0624,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_48,0.1556,1.285998487,0.854605479,1,0.1556,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_49,0.2152,1.372972425,0.711001731,2,0.1058,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_4,0.0908,1.026057268,0.918461751,1,0.0908,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_50,0.278,1.527788207,0.78891538,3,0.083733333,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_51,0.278,1.512950516,0.833308613,2,0.127,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_52,0.208,1.418090098,0.780845823,3,0.060333333,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_53,0.491,1.883423725,0.623954359,6,0.0663,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_54,0.0862,1.04355462,0.886937826,1,0.0862,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_55,0.0948,1.011990561,0.886451352,2,0.0419,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_56,0.1714,1.356386079,0.778362428,2,0.0761,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_57,0.073,0.96079125,0.912345536,1,0.073,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_58,0.1026,1.081232293,0.899237582,1,0.1026,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_59,0.1044,1.095349245,0.854991994,1,0.1044,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_5,0.1178,1.100938665,0.840191375,2,0.0565,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_60,0.1246,1.183925056,0.806018649,2,0.0549,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_61,0.1234,1.132621019,0.852727265,3,0.035066667,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_62,0.2386,1.502309422,0.709136172,6,0.033833333,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_63,0.1034,1.087916944,0.852186421,3,0.029066667,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_64,0.081,1.008070817,0.929957434,1,0.081,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_65,0.145,1.2917591,0.700780945,4,0.02895,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_66,0.0592,0.854519382,0.927922925,1,0.0592,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_6,0.196,1.377377393,0.797111483,3,0.0564,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_7,0.256,1.469488084,0.765453329,4,0.0512,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_8,0.1494,1.258822919,0.800998312,2,0.0697,NaN,NaN
20190412_RI510_ESC_121a_SIR_THR_9,0.0934,1.025579109,0.841087677,2,0.0387,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_10,0.238,1.444784118,0.761564939,3,0.073933333,0.158602151,0.579421854
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_11,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_13,0.2022,1.429285125,0.785865366,2,0.0979,0.165818182,0.43882909
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_14,0.2176,1.360026507,0.778262803,2,0.1042,0.139227642,0.360345156
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_15,0.2736,1.361887819,0.852130284,3,0.0796,0.155299056,0.352242275
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_16,0.1938,1.255478802,0.820843494,2,0.0884,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_17,0.125,1.149587294,0.878126969,2,0.058,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_18,0.1288,1.16823215,0.830158721,2,0.0614,0.091273018,0.41232661
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_19,0.1716,1.277112936,0.833321852,2,0.0819,0.228336496,0.225198865
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_20,0.112,1.146427261,0.949522006,1,0.112,0.309309309,0.209215758
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_21,0.2042,1.457025961,0.766789949,3,0.0634,0.163179916,0.443861816
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_22,0.1324,1.140002713,0.853383402,2,0.0622,0.138865368,0.494263131
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_24,0.1544,1.098759523,0.810467333,1,0.1544,0.075024201,0.378849215
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_25,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_27,0.1792,1.289033996,0.838337288,2,0.0832,0.397035881,0.136894254
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_28,0.2618,1.464150192,0.788900206,2,0.1242,0.165842697,0.465404879
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_29,0.1882,1.254555284,0.8630383,2,0.0919,0.075932203,0.355064495
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_2,0.1206,1.198513622,0.956189391,1,0.1206,0.169206095,0.288344991
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_30,0.166,1.159788976,0.848542889,2,0.0773,0.210106383,0.233333927
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_31,0.1746,1.235166088,0.794768971,1,0.1746,0.18,0.474541131
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_32,0.2178,1.289717416,0.830795224,2,0.1022,0.213071201,0.358704402
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_33,0.1298,1.170639514,0.938131396,1,0.1298,0.278503046,0.30054255
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_34,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_35,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_36,0.148,1.113962414,0.890387011,2,0.067,0.11144353,0.403792878
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_37,0.1118,1.146703094,0.943808512,1,0.1118,0.068939956,0.42985045
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_38,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_39,0.3046,1.43907152,0.747682641,4,0.0676,0.284938272,0.351792194
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_3,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_40,0.3276,1.610893721,0.796723654,3,0.099133333,0.142615749,0.39283889
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_41,0.136,1.184957833,0.872616176,1,0.136,0.035,0.48086418
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_42,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_43,0.3012,1.448170235,0.680735793,4,0.07005,0.265837544,0.291188626
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_44,0.2232,1.446808464,0.800687079,1,0.219,0.355509356,0.177560465
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_45,0.1306,1.11961327,0.904237384,1,0.1306,0.099625468,0.446443289
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_46,0.371,1.747393187,0.764873164,3,0.115733333,0.33791681,0.207731245
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_47,0.4216,1.735674859,0.684521493,2,0.2041,0.099398453,0.860132643
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_48,0.3812,1.719115617,0.720622851,3,0.119066667,0.235940803,0.220331071
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_49,0.2964,1.474805009,0.805521474,3,0.090733333,0.461338869,0.17515941
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_50,0.2122,1.271017134,0.813444961,2,0.1017,0.323595506,0.329378908
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_51,0.2314,1.578335808,0.792836763,2,0.1148,0.237596472,0.380364401
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_52,0.2344,1.371160013,0.723118588,4,0.0531,0.298768633,0.135152329
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_53,0.278,1.506646874,0.768921167,2,0.126,0.070897372,0.524962046
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_54,0.2082,1.43295377,0.906570762,1,0.2082,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_5,0.221,1.357369275,0.817484669,2,0.1058,0.149924281,0.27300363
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_7,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_8,0.2576,1.406713128,0.785165209,3,0.078466667,0.013581129,0.727957468
20190405_RI510_ESC_121b_121a_SIR_2C_ALN_THR_9,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_100,0.2154,1.511552401,0.741974217,4,0.04375,0.252300613,0.171601593
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_101,0.1606,1.330254345,0.792597946,3,0.047866667,0.234470691,0.359135907
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_102,0.1448,1.234217894,0.722816672,3,0.043266667,0.056451613,0.358640045
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_103,0.0962,1.050571609,0.906323865,1,0.0962,0.121807466,0.265129977
