on,A565_volume,A565_principal_axis,A565_sphericity,A565_CND_number,A565_CND_mean_volume,overlap_fraction,distance
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_104,0.207,1.308474044,0.75744464,4,0.0434,0.298850575,0.252359236
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_105,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_106,0.3466,1.697918532,0.615545242,4,0.07275,0.110376992,0.384579867
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_107,0.1766,1.306577285,0.670155672,4,0.03715,0.222473179,0.224814725
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_108,0.1498,1.285471315,0.851054063,3,0.043,0.07701216,0.381439407
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_109,0.1598,1.241623991,0.685105245,4,0.03225,0.068441065,0.38521234
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_110,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_111,0.2824,1.519192544,0.826942344,3,0.079133333,0.17641597,0.287179838
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_112,0.4216,1.77371299,0.707767516,5,0.07468,0.288093256,0.205510651
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_113,0.195,1.482928216,0.757700206,3,0.054533333,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_114,0.232,1.549048594,0.775279276,4,0.04645,0.263401721,0.236170316
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_115,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_116,0.123,1.116564863,0.898528774,2,0.0562,0.43972999,0.200736383
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_117,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_118,0.1562,1.223574751,0.782029626,2,0.0729,0.016099071,0.446908028
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_119,0.264,1.511090713,0.650672631,3,0.078266667,0.351535836,0.113958753
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_120,0.1994,1.464617428,0.725771612,3,0.061133333,0.177697842,0.393721097
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_121,0.212,1.364866297,0.835212206,2,0.0985,0.088184438,0.442984958
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_122,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_123,0.1634,1.36431164,0.811983727,2,0.0664,0.465598492,0.067226927
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_124,0.2418,1.513818235,0.727831754,3,0.073533333,0.183264177,0.436488873
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_125,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_126,0.0612,0.907266717,0.865993971,1,0.0612,0,0.461290196
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_127,0.1456,1.348051402,0.631602832,4,0.0293,0.201367781,0.320560822
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_128,0.063,0.849600531,0.852439716,1,0.063,0,0.409277376
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_129,0.1628,1.203438948,0.670003589,6,0.022033333,0.09970015,0.348028955
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_130,0.2512,1.73868966,0.513681619,7,0.031,0.064134188,0.350631203
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_131,0.25,1.629560654,0.572858325,4,0.0464,0.124202258,0.333586305
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_132,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_133,0.1014,1.064832612,0.716080529,3,0.030333333,0.012962963,0.40362082
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_134,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_135,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_136,0.0878,1.086692141,0.901300478,1,0.0878,0.182748538,0.230243999
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_137,0.1296,1.190760509,0.875278994,2,0.0602,0.054856115,0.426535276
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_138,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_139,0.0936,1.120925443,0.9575739,1,0.0936,0.144444444,0.206904347
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_140,0.1966,1.56651272,0.607414625,5,0.03392,0.084663428,0.202551414
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_141,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_142,0.094,1.127262492,0.878305532,1,0.0898,0.017730496,0.438985467
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_143,0.1226,1.172373131,0.856496848,2,0.0566,0.010919017,0.465124707
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_144,0.2108,1.435421312,0.846157473,2,0.0978,0.21966397,0.259809021
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_145,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_146,0.2838,1.618132787,0.733571557,4,0.05915,0.033441709,0.423223485
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_147,0.1078,1.05139311,0.903348047,1,0.1078,0.205513784,0.210809665
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_148,0.4442,1.896733009,0.631465787,6,0.0626,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_149,0.1364,1.160513961,0.891045541,2,0.0637,0.054367201,0.425503411
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_150,0.3946,1.64474516,0.643202156,6,0.0536,0.100493653,0.34901638
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_151,0.1584,1.295148224,0.74960748,2,0.0722,0.297648013,0.168580344
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_152,0.167,1.214323222,0.824304812,2,0.0767,0.173648134,0.299708373
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_153,0.2582,1.623014548,0.628750442,6,0.038566667,0.022396417,0.455569879
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_154,0.0988,1.060784851,0.933424838,1,0.0988,0.122792262,0.213460253
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_155,0.2082,1.635875701,0.64420024,4,0.04845,0.063394683,0.200633702
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_156,0.1634,1.340997362,0.716507909,3,0.046733333,0,0.670540951
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_157,0.3522,1.614694517,0.700037932,7,0.040114286,0.142857143,0.296243285
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_158,0.1216,1.161013799,0.894178088,1,0.1216,0.256570713,0.177407135
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_159,0.175,1.247532613,0.790742112,2,0.0846,0.176674365,0.290010416
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_160,0.1014,1.126064394,0.913657214,1,0.0996,0.009375,0.468289161
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_161,0.3374,1.655108835,0.611742878,7,0.037485714,0.157091562,0.262877908
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_162,0.3748,1.784202357,0.522539096,8,0.0375,0.100127146,0.600086841
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_163,0.2222,1.46325356,0.618801928,6,0.0304,0.24685964,0.284824246
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_164,0.0942,1.086267189,0.74489146,2,0.0446,0.166952055,0.252968693
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_165,0.0908,1.074854618,0.78747514,2,0.036,0,0.785970987
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_166,0.1028,1.100460568,0.759289487,2,0.0501,0.109307359,0.297530336
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_167,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_168,0.1124,1.07015124,0.819439351,1,0.1124,0.037955074,0.427475559
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_169,0.106,1.003485321,0.78685008,2,0.0506,0.289185905,0.237904502
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_55,0.118,1.103456134,0.749054968,2,0.0566,0.417021277,0.105553761
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_56,0.0588,0.828444712,0.873446548,1,0.0588,0.208706786,0.209209494
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_57,0.091,0.965490215,0.817225751,2,0.0408,0.034324943,0.36811446
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_58,0.1168,1.161235623,0.673745319,3,0.034333333,0.180733945,0.241659547
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_59,0.0956,1.005669506,0.784532712,2,0.0454,0.37922403,0.135061267
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_60,0.091,0.934074318,0.752883575,2,0.0386,0.142196532,0.234925108
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_61,0.0632,0.932633369,0.813692536,2,0.0303,0.075335397,0.412641683
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_62,0.131,1.223066897,0.696785436,2,0.0583,0.007887818,0.490104205
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_63,0.104,1.323407734,0.653545381,4,0.0238,0.145071982,0.252870085
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_64,0.2148,1.427615271,0.672731729,3,0.061733333,0.16691881,0.396871583
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_65,0.0824,0.969285485,0.798682566,1,0.0824,0.215277778,0.214527366
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_66,0.0668,0.877883862,0.88310861,1,0.0668,0.046542553,0.393542068
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_67,0.12,1.072419651,0.745300555,2,0.0551,0.07823741,0.322657387
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_68,0.1702,1.433680443,0.604047046,5,0.02944,0.156947444,0.19433231
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_69,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_70,0.1486,1.270942117,0.676008814,4,0.0326,0.292119565,0.115551987
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_71,0.1484,1.18306613,0.754800711,2,0.0661,0.032044199,0.47279143
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_72,0.1088,1.144086299,0.728996176,3,0.0328,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_73,0.0908,1.104776326,0.783726855,3,0.0276,0.221995927,0.310025413
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_74,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_75,0.1972,1.634643061,0.592258738,4,0.04005,0.101190476,0.392023674
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_76,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_77,0.105,1.106867511,0.843005242,2,0.0498,0.097058824,0.260301286
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_78,0.3058,1.781793496,0.506317079,7,0.035742857,0.145985401,0.172332103
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_79,0.115,1.085013561,0.698247186,3,0.034266667,0.05875576,0.367067164
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_80,0.0782,0.978330554,0.831866089,2,0.0363,0.080103359,0.293077092
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_81,0.1254,1.155466511,0.743070314,2,0.0584,0.144393241,0.265655584
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_82,0.1466,1.18394398,0.765511934,5,0.02292,0.437119675,0.136431649
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_83,0.0916,0.997465307,0.801038218,2,0.0422,0.162568306,0.220919548
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_84,0.0774,0.936900905,0.768842901,2,0.0344,0.165659008,0.241269255
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_85,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_86,0.071,0.913249311,0.809397983,2,0.0336,0.130695444,0.324008377
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_87,0.1262,1.203808586,0.689564274,3,0.037333333,0.240085745,0.288975972
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_88,0.1094,1.29468574,0.693717194,2,0.0459,0.151338766,0.213919528
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_89,0.0598,0.830052775,0.861072547,1,0.0598,0.004261364,0.375087419
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_90,0.1064,0.992065519,0.818769676,2,0.0483,0.097247706,0.429774383
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_91,0.3088,1.713756202,0.646325341,4,0.06905,0.092321349,0.325801263
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_92,0.1184,1.300145787,0.768523012,3,0.0328,0.025800712,0.650878997
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_93,0.1792,1.380551289,0.676336797,2,0.0818,0.222962963,0.259357318
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_94,0.131,1.24757429,0.878694449,1,0.1288,0.109205776,0.312990295
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_95,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_96,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_97,0.087,1.073888371,0.830357112,2,0.0431,0.365853659,0.050941875
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_98,0.1356,1.181948038,0.78717497,1,0.1292,0.366920152,0.12212952
20200304_RI510_ESC_121b_121a_SIR_2C_ALN_THR_99,0.1796,1.426994832,0.801360694,3,0.0554,0.350385424,0.243230359
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_10,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_11,0.492,1.65758565,0.762908267,4,0.10675,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_12,0.276,1.344330271,0.785643282,2,0.1324,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_13,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_14,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_15,0.1358,1.115760563,0.940893575,1,0.1358,0.595428571,0.092471207
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_16,0.1552,1.222956586,0.80662443,2,0.0773,0.206439394,0.268345482
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_17,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_18,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_19,0.1608,1.326180288,0.722693298,2,0.0706,0.183650616,0.204582067
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_1,0.3168,1.536686786,0.686259584,5,0.0568,0.217228464,0.314847946
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_20,0.2834,1.517619194,0.678596978,2,0.1342,0.130376344,0.260084668
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_21,0.1644,1.218583519,0.868415387,1,0.1644,0.129385965,0.285759799
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_22,0.2664,1.408205821,0.777460479,1,0.2664,0.328631139,0.191860295
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_23,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_24,0.1216,1.076179082,0.870582351,1,0.1216,0.177466863,0.236345948
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_25,0.1978,1.366129842,0.83050029,1,0.1956,0.260468417,0.299496769
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_26,0.2278,1.443927064,0.727601877,3,0.071733333,0.292317302,0.13664853
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_27,0.2558,1.4221561,0.80452247,2,0.1186,0.031000886,0.4510877
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_28,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_29,0.223,1.385981746,0.775222541,2,0.1005,0.234458259,0.323921133
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_2,0.3232,1.599294826,0.645086551,6,0.048833333,0.161122661,0.309426767
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_30,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_31,0.3096,1.516739714,0.74943909,3,0.093933333,0.07777036,0.514628552
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_32,0.1676,1.246515977,0.841443616,1,0.1676,0.493083808,0.175943896
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_33,0.1968,1.314011021,0.851726724,2,0.0916,0.268453427,0.240989442
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_34,0.2154,1.358855728,0.843497084,2,0.1002,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_35,0.3886,1.614620222,0.69001435,3,0.123,0.203552924,0.301622551
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_36,0.187,1.312843824,0.90552094,1,0.187,0.180546302,0.326463477
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_37,0.2334,1.419383976,0.812372889,2,0.113,0.306242638,0.248569059
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_38,0.2156,1.269698365,0.87457692,1,0.2156,0.25106383,0.41877382
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_39,0.1514,1.239082162,0.943972727,1,0.1514,0.024752475,0.551510084
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_3,0.1744,1.202318071,0.844169988,1,0.1744,0.102965865,0.437164132
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_40,0.2446,1.380352153,0.764797751,3,0.076666667,0.270051933,0.212902615
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_41,0.1684,1.231016819,0.871357562,1,0.1684,0.123522459,0.441567015
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_42,0.2206,1.351497009,0.76055302,2,0.1022,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_43,0.1798,1.197453351,0.833096177,1,0.1798,0.130898021,0.422345362
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_44,0.1332,1.140245326,0.913308195,1,0.1332,0.003913894,0.638791661
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_45,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_46,0.359,1.600574217,0.760948653,3,0.1058,0.367338191,0.145804401
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_4,0.1884,1.323865023,0.750597605,3,0.0584,0.07997558,0.365181937
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_5,0.1644,1.168290318,0.872229354,1,0.1644,0.072705602,0.353110862
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_6,0.2244,1.47713816,0.740322718,3,0.071933333,0.359365825,0.151026485
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_7,0.3154,1.756081299,0.683395971,3,0.101333333,0.198947872,0.284270644
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190405_RI510_ESC_141a_141b_SIR_2C_ALN_THR_9,0.2592,1.416773887,0.804735809,1,0.2592,0.179990863,0.484494266
20190412_RI510_ESC_141b_SIR_THR_10,0.237,1.426688807,0.758891576,3,0.0726,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_11,0.1266,1.206712587,0.914532352,1,0.1266,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_12,0.164,1.316182127,0.887707728,1,0.164,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_13,0.1672,1.349992183,0.899190105,1,0.1672,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_14,0.2818,1.55314671,0.677191507,3,0.083466667,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_15,0.4202,1.909382784,0.60408757,8,0.0442,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_16,0.3052,1.534512986,0.678585405,4,0.0688,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_17,0.2376,1.467922944,0.736832399,4,0.0508,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_18,0.1792,1.436863274,0.676629725,5,0.03088,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_19,0.1634,1.389802835,0.779150948,2,0.0799,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_1,0.292,1.584481345,0.687913111,4,0.0572,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_20,0.326,1.57777382,0.670951499,6,0.045766667,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_21,0.154,1.268270377,0.847114784,1,0.154,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_22,0.1902,1.299310414,0.78760842,3,0.056,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_23,0.1898,1.359796572,0.649126875,3,0.0496,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_24,0.1758,1.375216094,0.725296236,5,0.03028,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_25,0.1906,1.348333024,0.771208274,3,0.055466667,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_26,0.1226,1.163184252,0.857227444,2,0.0568,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_27,0.122,1.187403947,0.882747598,2,0.0568,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_28,0.0946,1.050978741,0.902090236,1,0.0946,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_29,0.1864,1.364453552,0.77638654,3,0.053,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_2,0.2168,1.385170534,0.758197122,3,0.063,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_30,0.1222,1.236151576,0.878987903,2,0.0537,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_31,0.1066,1.075376783,0.91990599,1,0.1066,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_32,0.2058,1.468278405,0.705160758,4,0.0446,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_33,0.138,1.215353547,0.795680331,2,0.0626,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_34,0.1376,1.201984889,0.893400773,2,0.0615,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_35,0.1452,1.22458803,0.839974234,2,0.0671,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_36,0.253,1.540060586,0.652786882,3,0.077733333,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_37,0.156,1.312629952,0.75056898,2,0.0689,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_38,0.3368,1.832627412,0.585661351,8,0.0344,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_39,0.129,1.170542008,0.787220443,2,0.0586,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_3,0.3734,1.847710208,0.618505788,5,0.06532,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_40,0.179,1.370118683,0.706383058,4,0.039,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_41,0.1512,1.279758108,0.913008699,1,0.1512,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_42,0.1438,1.237228239,0.867713735,1,0.1438,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_43,0.1182,1.108486301,0.897694793,2,0.0547,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_44,0.102,1.03908117,0.885570372,1,0.102,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_45,0.1512,1.208638825,0.786398568,2,0.0672,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_46,0.201,1.391365349,0.780591492,4,0.04325,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_47,0.2448,1.55327681,0.649620204,6,0.032733333,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_48,0.1124,1.099932628,0.898565889,1,0.1124,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_5,0.3704,1.763310959,0.563131489,6,0.047033333,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_6,0.0956,1.101421575,0.920628953,1,0.0956,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_7,0.101,1.088541586,0.877076129,1,0.101,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_8,0.1974,1.397745713,0.715456839,4,0.0411,NaN,NaN
20190412_RI510_ESC_141b_SIR_THR_9,0.1558,1.298338224,0.849755386,2,0.0735,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_10,0.0632,0.977008779,0.937148219,1,0.0632,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_11,0.0956,1.181299901,0.755571403,3,0.029666667,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_12,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_13,0.1296,1.258366708,0.774187321,3,0.038266667,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_14,0.1064,1.201541775,0.694690053,3,0.031466667,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_15,0.152,1.363158752,0.684874653,4,0.0315,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_16,0.1122,1.193136367,0.915737267,1,0.1122,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_17,NaN,NaN,NaN,NaN,NaN,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_18,0.1984,1.665736527,0.588038223,6,0.029333333,NaN,NaN
20190315_RI510_ESC_21_SIR_THR_19,0.0996,1.219567738,0.731011847,3,0.0302,NaN,NaN
