Image Name,Channel ID,roi_type,label,area,filled_area,major_axis_length,centroid-0,centroid-1,centroid-2,weighted_centroid-0,weighted_centroid-1,weighted_centroid-2,equivalent_diameter,max_intensity,mean_intensity,min_intensity,sphericity,solidity,volume,volume_units,overlap_fraction,distance_x,distance_y,distance_z,distance3d,distance_units,Roi Name
20190730_RI512_CTCF-AID_AUX-CTL_21_22_SIR_2C_ALN_THR_39.ome.tiff,,overlap,1.0,129.0,129.0,,12.015503875968992,24.015503875968992,27.705426356589147,,,,,,,,,,0.0258,micron^3,0.08442408376963349,0.1696952943514056,0.16658239431498317,0.09389505111211749,0.25566084495688796,micron,overlap_label-1
20190729_RI512_CTCF-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_37.ome.tiff,0.0,domain,1.0,901.0,901.0,14.915960261283644,33.56492785793563,29.008879023307436,36.44062153163152,33.928114471411924,29.112566095840883,36.39792699214796,11.983271237818778,50940.0,16308.129855715872,7637.0,0.5463373164856642,0.68,0.1802,micron^3,,,,,,,ch-0_domain_label-1
20190729_RI512_CTCF-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_37.ome.tiff,0.0,subdomain,2.0,167.0,167.0,11.25555824598771,29.54491017964072,28.808383233532933,36.461077844311376,29.55714308085613,28.867139205023705,36.429084500976785,,19021.0,12236.119760479041,8045.0,,,0.0334,micron^3,,,,,,,ch-0_subdomain_label-2
20190729_RI512_CTCF-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_37.ome.tiff,0.0,subdomain,3.0,734.0,734.0,15.481603862713158,34.479564032697546,29.05449591280654,36.43596730245232,34.63417348652309,29.152210800262097,36.39289400564877,,50940.0,17234.59536784741,7637.0,,,0.1468,micron^3,,,,,,,ch-0_subdomain_label-3
20190729_RI512_CTCF-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_37.ome.tiff,1.0,domain,1.0,538.0,538.0,15.673408030210787,34.62267657992565,24.45910780669145,35.10223048327138,34.65240320824172,24.018551916535998,35.34963962911802,10.090853113423107,61879.0,23538.585501858735,10538.0,0.7000581337533006,0.7797101449275362,0.1076,micron^3,,,,,,,ch-1_domain_label-1
20190729_RI512_CTCF-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_37.ome.tiff,1.0,subdomain,2.0,113.0,113.0,13.89723830147692,33.902654867256636,28.628318584070797,32.309734513274336,33.93073456469563,28.527279338545917,32.30428883550687,,24308.0,16938.814159292036,11874.0,,,0.022600000000000002,micron^3,,,,,,,ch-1_subdomain_label-2
20190729_RI512_CTCF-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_37.ome.tiff,1.0,subdomain,3.0,425.0,425.0,15.465571960147678,34.81411764705882,23.35058823529412,35.84470588235294,34.78090347492431,23.215728236570545,35.89189457204884,,61879.0,25293.348235294117,10538.0,,,0.085,micron^3,,,,,,,ch-1_subdomain_label-3
20190729_RI512_CTCF-AID_AUX-CTL_11_12_SIR_2C_ALN_THR_37.ome.tiff,,overlap,1.0,236.0,236.0,,34.72457627118644,27.529661016949152,35.686440677966104,,,,,,,,,,0.0472,micron^3,0.1961762261014131,0.04193149452119741,0.2037605671721954,0.09053609210372482,0.22687750646666166,micron,overlap_label-1
20190729_RI512_CTCF-AID_AUX-CTL_82a_82b_SIR_2C_ALN_THR_57.ome.tiff,0.0,domain,1.0,993.0,993.0,21.300368548892983,22.32527693856999,24.95065458207452,29.98992950654582,22.58449756713541,24.686974411730667,29.870153196042153,12.377992315213168,53239.0,20553.146022155084,9408.0,0.5500657570623245,0.7022630834512023,0.1986,micron^3,,,,,,,ch-0_domain_label-1
20190729_RI512_CTCF-AID_AUX-CTL_82a_82b_SIR_2C_ALN_THR_57.ome.tiff,0.0,subdomain,2.0,107.0,107.0,9.726355515040087,18.925233644859812,27.878504672897197,32.10280373831776,18.979541964157868,27.78184702377777,32.104843432826186,,29264.0,16643.59813084112,10508.0,,,0.021400000000000002,micron^3,,,,,,,ch-0_subdomain_label-2
20190729_RI512_CTCF-AID_AUX-CTL_82a_82b_SIR_2C_ALN_THR_57.ome.tiff,0.0,subdomain,3.0,95.0,95.0,7.152960557450046,22.86315789473684,33.14736842105263,33.36842105263158,22.959274557081454,33.13622452188759,33.368804157369,,30549.0,17571.842105263157,10685.0,,,0.019,micron^3,,,,,,,ch-0_subdomain_label-3
20190729_RI512_CTCF-AID_AUX-CTL_82a_82b_SIR_2C_ALN_THR_57.ome.tiff,0.0,subdomain,4.0,565.0,565.0,13.505004011023258,22.145132743362833,22.031858407079646,28.212389380530972,22.39987987463591,21.911723442855276,28.157157929074252,,53239.0,21122.476106194692,9848.0,,,0.113,micron^3,,,,,,,ch-0_subdomain_label-4
20190729_RI512_CTCF-AID_AUX-CTL_82a_82b_SIR_2C_ALN_THR_57.ome.tiff,0.0,subdomain,5.0,226.0,226.0,8.85914899687675,24.15929203539823,27.41592920353982,32.01327433628319,24.17609199016495,27.374459315984346,31.984263122439618,,50391.0,22234.004424778763,9408.0,,,0.045200000000000004,micron^3,,,,,,,ch-0_subdomain_label-5
20190729_RI512_CTCF-AID_AUX-CTL_82a_82b_SIR_2C_ALN_THR_57.ome.tiff,1.0,domain,1.0,228.0,228.0,13.763706658258577,22.87719298245614,25.18859649122807,21.289473684210527,22.843553032509842,25.364426360148745,20.977369901681335,7.579584661161639,65535.0,27116.890350877195,12029.0,0.6037227578931771,0.7574750830564784,0.0456,micron^3,,,,,,,ch-1_domain_label-1
20190729_RI512_CTCF-AID_AUX-CTL_82a_82b_SIR_2C_ALN_THR_57.ome.tiff,1.0,subdomain,2.0,59.0,59.0,6.84656307015662,22.966101694915253,23.372881355932204,25.23728813559322,22.965221341164952,23.351920117474304,25.11960372001958,,33256.0,21641.949152542373,13976.0,,,0.0118,micron^3,,,,,,,ch-1_subdomain_label-2
20190729_RI512_CTCF-AID_AUX-CTL_82a_82b_SIR_2C_ALN_THR_57.ome.tiff,1.0,subdomain,3.0,169.0,169.0,9.63289367024093,22.846153846153847,25.82248520710059,19.911242603550296,22.811885214490022,25.888241330219724,19.899229602003842,,65535.0,29028.260355029586,12029.0,,,0.033800000000000004,micron^3,,,,,,,ch-1_subdomain_label-3
